user_id,user_id_creation_date,id_type,id,creation_date
0f2eb906-016a-4e6d-9a7c-dcff9f547a30,2019-01-01,source_id,14bfe6bffc954931b55190a2bda719f1,2019-01-01
2d6faef3-6239-45c7-88bb-2ce352af0054,2019-01-01,source_id,f21f584923984030804ad37104e9912b,2019-01-01
3f5e5bb4-0b5d-4739-933e-80aa42c42579,2019-01-01,source_id,4713737a9a0e42c1b9809910fbd91982,2019-01-01
4209ec42-7040-48d6-afc7-522f46ecc69a,2019-01-01,source_id,9fc729f81f4e48ba83a86edb149f8f8e,2019-01-01
7c967b32-fd72-42c4-a825-a5083b952b00,2019-01-01,source_id,122f2a7bb8644ca4ab3d61b2affd951d,2019-01-01
ba324ea8-bed9-4c4c-b2b7-b1718be73671,2019-01-01,source_id,3d91112d1a384250893dfb4392f5ea6c,2019-01-01
cbc96ec1-643d-45df-94bb-440fae5cd5f8,2019-01-01,source_id,a32bf8a5fb7440d4aa7b78082062ed7a,2019-01-01
d984e0e7-3007-4250-a7b8-487718c0c2f2,2019-01-01,source_id,d90ad23bff024f9aa7dbd283d436d709,2019-01-01
daa9644e-d877-4969-839e-0784e5cca563,2019-01-01,source_id,f4a016fb0dd641c99f9ca9a8db0c0393,2019-01-01
f15c7950-94c2-49a8-ad4c-ccea797cd49b,2019-01-01,source_id,8900c8aaa42e42cbaba6ba466cf20a35,2019-01-01
186c3a93-e6a4-45ce-8f67-d67eb0943311,2019-01-01,source_id,848abc1ec2ff45e88576bc311c206920,2019-01-01
20f4ae32-b64f-4484-8818-50ba7debb946,2019-01-01,source_id,bb5e1786e0434f0d8f63f54e31b9a0c7,2019-01-01
4ff27cce-8437-4fb0-9023-c244014d1e43,2019-01-01,source_id,1110e7f0a9c247128d6bbaca9b3edf2f,2019-01-01
6ffdcaeb-5fa4-45ad-869f-4e7286580bc0,2019-01-01,source_id,dee4bd46807d4b42850d0e2428b3da37,2019-01-01
ad2e5830-7e93-4bf2-a5dc-b23b65c5f932,2019-01-01,source_id,3211cb9c6b6c4e88b94c7ae785457db2,2019-01-01
c564fbee-68f9-4137-99c2-eff543567df6,2019-01-01,source_id,f99c89b49bb9435aad81ae50735b834e,2019-01-01
dbb1a008-48a4-4a1f-a140-8323d1a62b71,2019-01-01,source_id,e18590428df3445abe7683c4c82f6323,2019-01-01
e1402054-3b06-474e-a463-23e538acf01a,2019-01-01,source_id,7bd3130837484ca883a0dab442fe135b,2019-01-01
106dba77-2730-4a24-9e07-7be5bc2cc3f1,2019-01-01,source_id,95a1f1bee3c7477090ce6aea46911884,2019-01-01
23d9be7b-1c8a-4831-bf72-16f22aea28c4,2019-01-01,source_id,25179937f17f44408a83f03ac0f17d0b,2019-01-01
5a8cf70f-233e-47ab-92c2-18dd1ec523bc,2019-01-01,source_id,719735685e864c39a73df63478ce284d,2019-01-01
6d1f033d-90f0-48b8-8b37-eff90b1e2cd6,2019-01-01,source_id,c55b6d2536ca41a9b4aab29443a1c88b,2019-01-01
7f581728-6dba-43d9-80ea-93ce5f195019,2019-01-01,source_id,34ba525e99154a82a3d05262be067b11,2019-01-01
85ae6bb4-8191-426a-891d-642ce346bc2e,2019-01-01,source_id,045a9b7642c7442bba0adf19995ad66a,2019-01-01
a82c0ef5-a487-4788-aa38-87e782efadd7,2019-01-01,source_id,30d8487e8a7c4cd591a16b10a6c9eb0c,2019-01-01
afee92df-da83-4da9-92ed-acfcd50b2cde,2019-01-01,source_id,ebd26be6a16d4eb1b9752bafcfa72559,2019-01-01
b3b6e0a2-fcfa-459c-bf89-0571d5bb7766,2019-01-01,source_id,14a68bd5f1f242b7ba32e0c23700da49,2019-01-01
b6e63b51-7146-4c63-8fe0-22cd45269c9a,2019-01-01,source_id,13658f502eac4026a9ef8ec5d6b4bf4e,2019-01-01
b7e631fb-854d-4e53-b5c9-92f65c3fd42b,2019-01-01,source_id,085af77a9f17416c9d0da6df545575ca,2019-01-01
b8740bed-6c61-4962-a965-bc42ba867eaa,2019-01-01,source_id,48e9eb9ff38044dcac1d2eebf12b6618,2019-01-01
ca65eefc-e0be-4f0e-89a3-98451eb527e1,2019-01-01,source_id,8d9ae493b27647509e7ae442f6d0abbe,2019-01-01
11ad7982-ee36-4522-8f63-c2463064fce3,2019-01-01,source_id,560b682331bd41178799ddc741eec92a,2019-01-01
7e0d1074-c40f-4116-911f-c9802977f0a6,2019-01-01,source_id,a8c9fb36613645f7843f42d130eeb7ec,2019-01-01
a9291b99-28c8-4364-a708-3cc14f3010f7,2019-01-01,source_id,a1a3f1ae5441497194f68a6da9210025,2019-01-01
f6d0a0b3-81b1-4da0-b51d-cc70334d7612,2019-01-01,source_id,b88fe117a69d48b994b43c30d0e89be4,2019-01-01
09e3eb48-3153-4dce-93f8-b43ea3ca5aab,2019-01-01,source_id,3bae80d521624f9f8615a9ae367ec349,2019-01-01
5975e3c1-73c5-460e-b547-99fe0c29c17b,2019-01-01,source_id,622a6c408cee48c2afc908f2c865045a,2019-01-01
8f4476a0-07c7-4322-995c-d1d71acef9a9,2019-01-01,source_id,991349205fe04d8d85cede44a08e7e85,2019-01-01
ad766342-a49f-4d51-b4fc-0266905d3c1f,2019-01-01,source_id,c3783437e5d84b42b2e1f20377f05eaf,2019-01-01
bc145a8f-cc62-40ea-a9c1-bdcb8350280e,2019-01-01,source_id,dec16693a5d94a65a08540e3ad89c8b4,2019-01-01
c94e4608-4a41-4258-97ab-1762bc996298,2019-01-01,source_id,da25fa46b6d144cdbb36a3549ce5ccbf,2019-01-01
cc4e5bf7-79f0-407b-8920-d0a9dd37f3cd,2019-01-01,source_id,e0ecf78d58e344468128c5884a9632a7,2019-01-01
e0578ca3-8420-45d1-a557-f78b378b9191,2019-01-01,source_id,6ac9c0040f714a44baa385332936bff5,2019-01-01
e8ae3e60-9735-4727-b27c-a810fa4c26fd,2019-01-01,source_id,145d87428a814acfbd567dae04d45aac,2019-01-01
13b196e0-6f19-46b4-bd83-a5b9b5fc61ab,2019-01-01,source_id,493f825ac9a042d497d88ee7f3522f7d,2019-01-01
4c0126d9-43b2-483f-9f80-20f4b9b4f9ba,2019-01-01,source_id,4887a86b65b14d5f862ec9325d7225a2,2019-01-01
585f14ab-626d-406c-aa4e-c8fa902a4f03,2019-01-01,source_id,03c69434a28142148bced96ee0c424fe,2019-01-01
5ed0b457-8bc5-4406-b3b7-6443f984f578,2019-01-01,source_id,ead194f88485406180d370b920f3f0dc,2019-01-01
af25d905-ba38-404a-aac1-d9f60138f251,2019-01-01,source_id,4f71c01e666f4124a02296bac5f340e9,2019-01-01
d7fdb328-df16-4de6-b722-e18c3ac3a1b7,2019-01-01,source_id,0001d417f1df432d85590cc21f61bbab,2019-01-01
