user_id,products
86a91990-39f3-4418-8fee-9b1c949ee432,"[{""product_id"":""4991"",""product_name"":""Bird Ladders & Perches""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""5082"",""product_name"":""Cat Apparel""},{""product_id"":""3367"",""product_name"":""Cat Food""},{""product_id"":""4997"",""product_name"":""Cat Furniture""},{""product_id"":""500059"",""product_name"":""Cat Furniture Accessories""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""5000"",""product_name"":""Cat Litter Boxes""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""5004"",""product_name"":""Dog Apparel""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""505303"",""product_name"":""Aquarium & Pond Tubing""},{""product_id"":""500038"",""product_name"":""Aquarium Cleaning Supplies""},{""product_id"":""5020"",""product_name"":""Aquarium Filters""},{""product_id"":""505306"",""product_name"":""Aquarium Fish Nets""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""6951"",""product_name"":""Aquarium Overflow Boxes""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""500062"",""product_name"":""Aquarium Temperature Controllers""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""}]"
66f26829-6ff6-48dd-8137-ff266e2b8a69,"[{""product_id"":""4990"",""product_name"":""Bird Food""},{""product_id"":""4991"",""product_name"":""Bird Ladders & Perches""},{""product_id"":""4992"",""product_name"":""Bird Toys""},{""product_id"":""4433"",""product_name"":""Cat Beds""},{""product_id"":""500059"",""product_name"":""Cat Furniture Accessories""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""8069"",""product_name"":""Cat Litter Box Liners""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""4434"",""product_name"":""Dog Beds""},{""product_id"":""7372"",""product_name"":""Dog Diaper Pads & Liners""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""7274"",""product_name"":""Dog Kennels & Runs""},{""product_id"":""5010"",""product_name"":""Dog Toys""},{""product_id"":""8123"",""product_name"":""Dog Treadmills""},{""product_id"":""500038"",""product_name"":""Aquarium Cleaning Supplies""},{""product_id"":""5021"",""product_name"":""Aquarium Gravel & Substrates""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""6951"",""product_name"":""Aquarium Overflow Boxes""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""3238"",""product_name"":""Aquariums""},{""product_id"":""6403"",""product_name"":""Fish Feeders""},{""product_id"":""5024"",""product_name"":""Fish Food""}]"
3f0440e2-6c4d-449e-a95e-66859456bd6b,"[{""product_id"":""4990"",""product_name"":""Bird Food""},{""product_id"":""4991"",""product_name"":""Bird Ladders & Perches""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""4997"",""product_name"":""Cat Furniture""},{""product_id"":""500059"",""product_name"":""Cat Furniture Accessories""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""8069"",""product_name"":""Cat Litter Box Liners""},{""product_id"":""5000"",""product_name"":""Cat Litter Boxes""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""4434"",""product_name"":""Dog Beds""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""7274"",""product_name"":""Dog Kennels & Runs""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""500038"",""product_name"":""Aquarium Cleaning Supplies""},{""product_id"":""5019"",""product_name"":""Aquarium Decor""},{""product_id"":""6951"",""product_name"":""Aquarium Overflow Boxes""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""5024"",""product_name"":""Fish Food""}]"
e381a8cd-0fe3-49a7-bc25-68991a249504,"[{""product_id"":""4989"",""product_name"":""Bird Cages & Stands""},{""product_id"":""4990"",""product_name"":""Bird Food""},{""product_id"":""4992"",""product_name"":""Bird Toys""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""3367"",""product_name"":""Cat Food""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""8069"",""product_name"":""Cat Litter Box Liners""},{""product_id"":""7142"",""product_name"":""Cat Litter Box Mats""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""5019"",""product_name"":""Aquarium Decor""},{""product_id"":""5020"",""product_name"":""Aquarium Filters""},{""product_id"":""505306"",""product_name"":""Aquarium Fish Nets""},{""product_id"":""6951"",""product_name"":""Aquarium Overflow Boxes""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""3238"",""product_name"":""Aquariums""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""6403"",""product_name"":""Fish Feeders""},{""product_id"":""5024"",""product_name"":""Fish Food""}]"
63908c77-6a67-4786-a327-226335d41028,"[{""product_id"":""4989"",""product_name"":""Bird Cages & Stands""},{""product_id"":""7398"",""product_name"":""Bird Gyms & Playstands""},{""product_id"":""4992"",""product_name"":""Bird Toys""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""4433"",""product_name"":""Cat Beds""},{""product_id"":""7142"",""product_name"":""Cat Litter Box Mats""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""5004"",""product_name"":""Dog Apparel""},{""product_id"":""4434"",""product_name"":""Dog Beds""},{""product_id"":""7372"",""product_name"":""Dog Diaper Pads & Liners""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""3530"",""product_name"":""Dog Food""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""8123"",""product_name"":""Dog Treadmills""},{""product_id"":""5019"",""product_name"":""Aquarium Decor""},{""product_id"":""5020"",""product_name"":""Aquarium Filters""},{""product_id"":""5021"",""product_name"":""Aquarium Gravel & Substrates""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""5024"",""product_name"":""Fish Food""}]"
c0626adf-1df3-495e-979a-a2bdf8f3b7fd,"[{""product_id"":""7398"",""product_name"":""Bird Gyms & Playstands""},{""product_id"":""4991"",""product_name"":""Bird Ladders & Perches""},{""product_id"":""5082"",""product_name"":""Cat Apparel""},{""product_id"":""3367"",""product_name"":""Cat Food""},{""product_id"":""8069"",""product_name"":""Cat Litter Box Liners""},{""product_id"":""7142"",""product_name"":""Cat Litter Box Mats""},{""product_id"":""5000"",""product_name"":""Cat Litter Boxes""},{""product_id"":""5001"",""product_name"":""Cat Toys""},{""product_id"":""4434"",""product_name"":""Dog Beds""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""3530"",""product_name"":""Dog Food""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""7274"",""product_name"":""Dog Kennels & Runs""},{""product_id"":""8123"",""product_name"":""Dog Treadmills""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""505303"",""product_name"":""Aquarium & Pond Tubing""},{""product_id"":""505306"",""product_name"":""Aquarium Fish Nets""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""6951"",""product_name"":""Aquarium Overflow Boxes""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""6403"",""product_name"":""Fish Feeders""}]"
378fc109-67ba-4b9c-80bf-21966638a696,"[{""product_id"":""4989"",""product_name"":""Bird Cages & Stands""},{""product_id"":""4990"",""product_name"":""Bird Food""},{""product_id"":""4991"",""product_name"":""Bird Ladders & Perches""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""4997"",""product_name"":""Cat Furniture""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""8069"",""product_name"":""Cat Litter Box Liners""},{""product_id"":""7142"",""product_name"":""Cat Litter Box Mats""},{""product_id"":""5001"",""product_name"":""Cat Toys""},{""product_id"":""5004"",""product_name"":""Dog Apparel""},{""product_id"":""7372"",""product_name"":""Dog Diaper Pads & Liners""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""7428"",""product_name"":""Dog Kennel & Run Accessories""},{""product_id"":""3238"",""product_name"":""Aquariums""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""6403"",""product_name"":""Fish Feeders""},{""product_id"":""5024"",""product_name"":""Fish Food""}]"
5d5af530-4bc0-4e88-906a-f7a11d7405e7,"[{""product_id"":""4990"",""product_name"":""Bird Food""},{""product_id"":""4992"",""product_name"":""Bird Toys""},{""product_id"":""5082"",""product_name"":""Cat Apparel""},{""product_id"":""4433"",""product_name"":""Cat Beds""},{""product_id"":""500059"",""product_name"":""Cat Furniture Accessories""},{""product_id"":""8069"",""product_name"":""Cat Litter Box Liners""},{""product_id"":""7142"",""product_name"":""Cat Litter Box Mats""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""3530"",""product_name"":""Dog Food""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""7274"",""product_name"":""Dog Kennels & Runs""},{""product_id"":""5010"",""product_name"":""Dog Toys""},{""product_id"":""8123"",""product_name"":""Dog Treadmills""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""505307"",""product_name"":""Aquarium Air Stones & Diffusers""},{""product_id"":""5020"",""product_name"":""Aquarium Filters""},{""product_id"":""505306"",""product_name"":""Aquarium Fish Nets""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""500062"",""product_name"":""Aquarium Temperature Controllers""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""3238"",""product_name"":""Aquariums""}]"
c7441d73-6467-4c1d-a3f4-b1b1a6f3e454,"[{""product_id"":""7398"",""product_name"":""Bird Gyms & Playstands""},{""product_id"":""4991"",""product_name"":""Bird Ladders & Perches""},{""product_id"":""4433"",""product_name"":""Cat Beds""},{""product_id"":""3367"",""product_name"":""Cat Food""},{""product_id"":""4997"",""product_name"":""Cat Furniture""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""8069"",""product_name"":""Cat Litter Box Liners""},{""product_id"":""7142"",""product_name"":""Cat Litter Box Mats""},{""product_id"":""5001"",""product_name"":""Cat Toys""},{""product_id"":""7428"",""product_name"":""Dog Kennel & Run Accessories""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""505303"",""product_name"":""Aquarium & Pond Tubing""},{""product_id"":""500038"",""product_name"":""Aquarium Cleaning Supplies""},{""product_id"":""5019"",""product_name"":""Aquarium Decor""},{""product_id"":""5021"",""product_name"":""Aquarium Gravel & Substrates""},{""product_id"":""6951"",""product_name"":""Aquarium Overflow Boxes""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""6403"",""product_name"":""Fish Feeders""}]"
74474278-6e5f-4a35-9976-039900cd0e8d,"[{""product_id"":""4990"",""product_name"":""Bird Food""},{""product_id"":""4992"",""product_name"":""Bird Toys""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""3367"",""product_name"":""Cat Food""},{""product_id"":""4997"",""product_name"":""Cat Furniture""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""5000"",""product_name"":""Cat Litter Boxes""},{""product_id"":""7372"",""product_name"":""Dog Diaper Pads & Liners""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""7428"",""product_name"":""Dog Kennel & Run Accessories""},{""product_id"":""7274"",""product_name"":""Dog Kennels & Runs""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""505307"",""product_name"":""Aquarium Air Stones & Diffusers""},{""product_id"":""5019"",""product_name"":""Aquarium Decor""},{""product_id"":""505306"",""product_name"":""Aquarium Fish Nets""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""500062"",""product_name"":""Aquarium Temperature Controllers""},{""product_id"":""3238"",""product_name"":""Aquariums""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""5024"",""product_name"":""Fish Food""}]"
b0dbf34e-884d-4646-854a-790f374c863b,"[{""product_id"":""4989"",""product_name"":""Bird Cages & Stands""},{""product_id"":""4992"",""product_name"":""Bird Toys""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""500059"",""product_name"":""Cat Furniture Accessories""},{""product_id"":""5000"",""product_name"":""Cat Litter Boxes""},{""product_id"":""5001"",""product_name"":""Cat Toys""},{""product_id"":""5004"",""product_name"":""Dog Apparel""},{""product_id"":""4434"",""product_name"":""Dog Beds""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""7428"",""product_name"":""Dog Kennel & Run Accessories""},{""product_id"":""7274"",""product_name"":""Dog Kennels & Runs""},{""product_id"":""5010"",""product_name"":""Dog Toys""},{""product_id"":""8123"",""product_name"":""Dog Treadmills""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""505303"",""product_name"":""Aquarium & Pond Tubing""},{""product_id"":""505307"",""product_name"":""Aquarium Air Stones & Diffusers""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""500062"",""product_name"":""Aquarium Temperature Controllers""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""6403"",""product_name"":""Fish Feeders""}]"
c5c9efa3-973a-400d-bea3-52cecc0a00c7,"[{""product_id"":""4990"",""product_name"":""Bird Food""},{""product_id"":""4992"",""product_name"":""Bird Toys""},{""product_id"":""5082"",""product_name"":""Cat Apparel""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""5000"",""product_name"":""Cat Litter Boxes""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""5004"",""product_name"":""Dog Apparel""},{""product_id"":""4434"",""product_name"":""Dog Beds""},{""product_id"":""5094"",""product_name"":""Dog Houses""},{""product_id"":""7428"",""product_name"":""Dog Kennel & Run Accessories""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""505303"",""product_name"":""Aquarium & Pond Tubing""},{""product_id"":""5019"",""product_name"":""Aquarium Decor""},{""product_id"":""5020"",""product_name"":""Aquarium Filters""},{""product_id"":""505306"",""product_name"":""Aquarium Fish Nets""},{""product_id"":""6951"",""product_name"":""Aquarium Overflow Boxes""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""6403"",""product_name"":""Fish Feeders""}]"
0b7f1c11-96b2-4cdc-bba9-f120bd795877,"[{""product_id"":""4989"",""product_name"":""Bird Cages & Stands""},{""product_id"":""4991"",""product_name"":""Bird Ladders & Perches""},{""product_id"":""4993"",""product_name"":""Bird Treats""},{""product_id"":""5082"",""product_name"":""Cat Apparel""},{""product_id"":""4433"",""product_name"":""Cat Beds""},{""product_id"":""3367"",""product_name"":""Cat Food""},{""product_id"":""4999"",""product_name"":""Cat Litter""},{""product_id"":""7142"",""product_name"":""Cat Litter Box Mats""},{""product_id"":""5000"",""product_name"":""Cat Litter Boxes""},{""product_id"":""5002"",""product_name"":""Cat Treats""},{""product_id"":""5004"",""product_name"":""Dog Apparel""},{""product_id"":""4434"",""product_name"":""Dog Beds""},{""product_id"":""499900"",""product_name"":""Dog Diapers""},{""product_id"":""8123"",""product_name"":""Dog Treadmills""},{""product_id"":""5011"",""product_name"":""Dog Treats""},{""product_id"":""505303"",""product_name"":""Aquarium & Pond Tubing""},{""product_id"":""500038"",""product_name"":""Aquarium Cleaning Supplies""},{""product_id"":""5019"",""product_name"":""Aquarium Decor""},{""product_id"":""505306"",""product_name"":""Aquarium Fish Nets""},{""product_id"":""5079"",""product_name"":""Aquarium Lighting""},{""product_id"":""5023"",""product_name"":""Aquarium Stands""},{""product_id"":""5161"",""product_name"":""Aquarium Water Treatments""},{""product_id"":""3238"",""product_name"":""Aquariums""},{""product_id"":""6085"",""product_name"":""Aquatic Plant Fertilizers""},{""product_id"":""6403"",""product_name"":""Fish Feeders""},{""product_id"":""5024"",""product_name"":""Fish Food""}]"
